hate_speech,tweet
non-hateful,RT if you pass up the chance with a hot faithful girl cause the single life with hoes is on your mind you are just plain dumb m&
non-hateful,RT this bitch was so ungrateful &
non-hateful,RT when u go through bae's phone &amp; there's no hoes on there 
non-hateful,RT Oh it's Saturday funny time! You better redneck necognize! 
hateful,"RT Man, most of you coons couldn't jus up in quit yo job, if you found out ya boss racist, so shut tha fucc up. Niggas love &"
non-hateful,"RT If I hit ya nigga , bitch I'm sorry &"
hateful,"RT Running a train is fucking a bitch, you finish. Then somebody else come in and fuck the bitch. That's a gangbang speak of&"
non-hateful,"RT Same hoes running back tellin you shit about me be the same hoes trynna fuck you, same niggas tellin u shit be the mayne&"
non-hateful,"RT I know you have me blocked, but next week bitch "
non-hateful,"RT When the rose-colored glasses come off and you still want to be there, true love happens."
non-hateful,"RT Some bitches only cute when they mouth closed, that smile is what fuck yall up bye teeth &"
non-hateful,"RT Friends of has let me know that Phil is very ill. His infection has gone septic, and he is fightin&"
non-hateful,RT - LOOOOOOL&2nd best tweaking hoe vine&
non-hateful,RT Larry Elder is an Uncle Tom. I cannot believe how he is degrading a child.
non-hateful,RT J Cole ain't trash... Period.
non-hateful,RT These hoes... Smh 
non-hateful,RT Never trust a bitch that try to be a side bitch
non-hateful,RT They say crazy girls got the best pussy&
non-hateful,"RT In the ""Nothing Lasts Forever"" category, I can barely recognize any Yankees tonight."
non-hateful,"RT I ain't gettin my hands tatted dumb ass, y yo bitch ass leave da bus stop last night, the main was goin"
non-hateful,"RT Foxtrot
Uniform
Charlie
Kilo."
non-hateful,RT I know I got good pussy &
hateful,"RT I don't want yo bitch, she gotta be foreign. &"
non-hateful,"RT money ova bitches I'm yellin it ta da grave developed at ah young age, go afta wat pays &"
non-hateful,"RT Don't ever be ashamed of who you are, unless you a hoe."
non-hateful,"RT You girls be 13 talking about ""I hate sleeping alone"" .. Well bitch you better buy a damn teddy bear."
non-hateful,RT Can't even tell a bitch hey without thinking you tryna get at them. Lmao. Y'all sumn else. Get real
non-hateful,RT Stop complaining about being single hoe! We have bigger problems here Rn Like McDonald&doesn&serve breakfast after &
non-hateful,RT These hoes ain't loyal&
hateful,"RT Yall act like your pussy did something magical because a nigga suddenly didn't pull out. Naw, he just didn't pull out,&"
non-hateful,RT You can't tell a bitch shit when they get a Job &
non-hateful,RT When you go to a college party and you don't see any bitches 
non-hateful,RT When you and your boys discover a hoe&
non-hateful,"RT Them hoes are temporary, but a good woman will always be a good woman."
non-hateful,RT Last retweet &you bitches be confused
non-hateful,RT I'll purposely read your message just so you know I read it and didn&reply. I can be a bitch like that. 
non-hateful,RT Great start the morning! My daughter danced herself into the coffee table and gave herself a nice shiner... Yea she's a wh&
non-hateful,RT It ain't nothing to cut that bitch off.
hateful,"RT ""' I rather jack off then fuck hoes tbh , That shit boring give me a wife ."" Lmfao , Little Be Like ..."
non-hateful,"RT If you take your girl back after she cheats on you, you're a little bitch."
non-hateful,RT Lmao how niggas be with the side hoe 
non-hateful,RT these hoes ain't loyal 
hateful,RT trying so hard to resist the urge to smack a bitch 
non-hateful,RT when u and ur boys discover a hoe 
non-hateful,RT I just wanna ball my fist in your hair and shake the bitch right out of you.
hateful,RT &this Hispanic church. Jesus please respond to her&
non-hateful,RT Dudes built like a crushed Twinkie 
non-hateful,RT Lets butt chug Mikes Hard Lemonade
non-hateful,RT What's with all these pussies turning themselves into Yu-Gi-Oh cards lately 
non-hateful,RT Free wop
non-hateful,RT I wish sombody get this hoe away from me
non-hateful,RT He no doubt copied it from someone else. RT Alert: The mock turtleneck is back. 
non-hateful,RT LMAO bruh RT Oooooo let me find a shooting star so I could wish a bitch would 
non-hateful,"RT P&up hoes down, if ya bitch can&swim then tha hoe gone drown"
non-hateful,RT This bitch on Maury a thug
non-hateful,"RT What it ih hoe, wassuh ..can a nigga get in dem guts"
hateful,RT How close I am to slapping a bitch 
hateful,RT Dr. Suess made his own words to rhyme off of. nigga was trash. i hated them books as a kid.
non-hateful,"RT ""Let me put my kids up in ya mouth bitch. I'ma turn this shit into a foster home."""
non-hateful,RT your bf is broke bitch!
non-hateful,RT you got old bitches upgrade them
non-hateful,RT I could literally be crying one minute get up wipe my face &amp; walk out the room like bitch turn uuuup &idk it's weird.
non-hateful,RT 3D bird &amp; feather drawing 
non-hateful,RT &of bitches are hoes except my mama&
non-hateful,RT using words such as &and &in regular convo is just too vulgar for me.
non-hateful,RT Welp RT The girl of your dreams is a hoe and the guy of your dreams ain't shit. Facts of life
non-hateful,"RT Girls, don't let a guy treat you like a yellow starburst. You are a pink starburst."
hateful,"RT &I don't text you no more thats Cuz you a boring bitch just so y'all hoes know."""
non-hateful,"RT &a very nice jig, Kearney. Now isn't dancing much more fun than bullying?"" "
non-hateful,RT Becoming a cold hearted bitch wasn&really what I planned to do with my life but here I am
non-hateful,RT Bitches love Miley Cyrus and Rihanna cuz they speak to every girls inner hoe
non-hateful,RT The awkward moment when you're changing in the gym and your penis head slips through the slit of your boxers.
non-hateful,"RT Claim whatever part of her u please, fuck her to bliss or bruise her sweet pussy with a crop till she begs to be your filthy &"
non-hateful,RT Duncanville girls cold den a hoe
non-hateful,"RT ""Don't be a stupid fucking bitch.""

- me, to stupid fucking bitches"
non-hateful,RT Her pussy loves it when I speak in tongues.
non-hateful,RT Sorry that I came into your pussy like a wrecking ball.
non-hateful,RT God all a nigga trust I can't trust that gun cuz if that bitch jam I'm fucked can't trust niggas they bitches got they dicks&
non-hateful,RT It's not as easy as you'd think to find an astronaut monkey outfit at the last minute.
non-hateful,"RT ""When a fat bitch want you and a skinny bitch can't cook nothin for you &these hoes ain't hungry &do&"
non-hateful,RT Oh I would've stood up!!! Fall back hoe
non-hateful,RT bruh you fucked the shit out of my taste buds with that bitch.
hateful,"RT Stop flattering yourself, bitch. The only fan you have is on your ceiling."
non-hateful,RT Yall still getting y'all face beat igggggy + you still taking pics with a face full of pussy nut?Dawg yoi a slut!
hateful,RT That's who dumb bitch! 
non-hateful,RT &is so corny&SOOOOOOO corny !
non-hateful,RT &pregnant from dat dog in the hood dat chase erbody &funny bitch!!!!
non-hateful,"RT Twerking in the chamber of secrets, with all my bad bitches "
non-hateful,"RT You say &your pimp says &out, ho&"
non-hateful,RT If I had to pick a President of the Uncle Tom association I would pick Larry Elder.
non-hateful,RT These hoes ain't loyal 
non-hateful,RT I'm finally finished work. I'm going to have to chug this bottle of wine to catch up to you guys. Challenge accepted.
non-hateful,RT Some hoes live jus to hit the clubs every weekend .. &
non-hateful,"RT bitches say ""or nah"" with everything I'm cute &or nah? chillin wit my bro ; suck his dick or nah? &tracks showin o&"
hateful,RT She said I hurt her feelings now she dating dykes..
non-hateful,"RT For niggas who claim to love pussy as much as y'all do, y'all should be champions for sexual liberation and stigma remov&"
non-hateful,"RT Slander don't exist when you make her cum. Every bad thing she says doesn't register, cuz you got the pussy."
non-hateful,"RT He loves me *eats a brownie* 
He loves me not *eats a brownie*"
non-hateful,RT wake me up when da bitches get here
hateful,RT Man like doing Hella things &I gotta take my hat off to that nig!
non-hateful,RT So y'all niggas really love these hoes with nigga qualities huh...she roll the blunt better than you and she wifey now&
non-hateful,RT Oreo 6's 
hateful,RT happy birthday my little cotton picker
non-hateful,RT Don't fall out wit yo niggas over hoes..
non-hateful,RT these bitches is my sons lol
hateful,"RT i can do somethin good but im always gon be a ""wetback"" coo.. &"
hateful,RT And niggas don't be knowing the difference or want to believe that the bitch actually ugly
non-hateful,RT &swear to god Whitney is a Regina George. &wow im a bitch &
non-hateful,RT Germany's like....Next goal has to be a header. Then next goal after that has to be a diving header. Let's play monkey &
non-hateful,"RT I got drugs and hugs for you, bitch."
non-hateful,RT Short bitches run sh!t.
non-hateful,RT Lowkey Apple made iOS 8 like this so niggas get caught and have to buy their bitches iphone 6s to make up
hateful,RT As in rubbing her booty on another mans penis. Sure RT Fellas you cool with your girl dancing with other nig&
non-hateful,RT Lmfao RT&
non-hateful,RT I am nice I am humble but I will still let a bitch know what's up! HUNNNNEY&
non-hateful,RT The person below didn't get a big booty hoe.
non-hateful,RT The person below is a cunt.
non-hateful,RT When I hear a baby cry at a restaurant I can literally feel my pussy slam a door closed and throw out the gone fishing&
hateful,RT And she gave this nigga head while I was laying next to her while she had a bf &she's a hoe on the low
non-hateful,"RT Trust no man, fear no bitch. "
non-hateful,RT A boy won the Scripps Spelling Bee by spelling 'knaidel'. Used in a sentence: I'll never get any pussy because I know how to &
non-hateful,RT Ian worried bout a bitch who ain't worried bout me &
non-hateful,"RT Go ahead and mock me, one day I'll sell enough of this make-up to drive the pink Mary Kay Cadillac and we'll see who's gay&"
non-hateful,RT If having hoes still excites you ; you still have some growing to do lil mf !!!
non-hateful,"RT &you want to buy anything, you just talk to the bottom bitch and then the bottom bitch talks to me&Do you know what I am&"
non-hateful,RT Keebler elves gone have to make weed brownies when it's legalized. In da tree trunk but da trap going crazy. Bro that shi&
non-hateful,RT This tweet was a booby trap and I caught 23 hoes. 
non-hateful,RT Why girls be so embrrased when they pussy fart? Embrace that shit. Make the cheeks clap with it. We finna beatbox.
hateful,"RT steal a nigga's bitch, don't steal a nigga's tweets."
non-hateful,"RT Meow, bitches"
non-hateful,"RT If one more FB idiot bitches about the weather, I will hunt them down &amp; kill them with kindness because everyone is enti&"
non-hateful,RT Saw a man in a yellow hat at the Grand Canyon today. He was hanging out next to a curious gorge.
non-hateful,RT This monkey on my back keeps smearing poop in my hair.
non-hateful,RT Ultimate bitch &
hateful,RT I should get a job at the USPS customer service number since the only requirement is being a total cunt.
non-hateful,"RT Idk how people can just not have a job and stay at home all day watching tv, it was so boring for me to do it 2 days idk ho&"
non-hateful,RT rt if you are nerd trash who likes to set things on fire sometimes
non-hateful,RT The sash ringing..the trash singing..mash flinging....the flash stringing...ringing....THE HASH SLINGING SLASHER! 
non-hateful,"RT ""I&had the greatest job in the world. I got a chance to be the shortstop of the New York Yankees.&- Derek Jeter "
non-hateful,"RT A WILD one in the Bronx.
Yankees score 6 runs in bottom of 7th to take 8-7 lead over Red Sox.
The half-inning took THIRTY&"
non-hateful,"RT BREAKING: Japanese ace Masahiro Tanaka will sign with the Yankees for seven years, $155 million. (via Fox Sports)"
non-hateful,"RT BREAKING: Louisville coach Charlie Strong is expected to accept Texas job, according to ESPN &amp; media reports &"
non-hateful,"RT Derek Jeter gets it done! J.J. Hardy commits error on slow grounder, and 2 runs score. Yankees take 4-2 lead in 7th innin&"
non-hateful,RT Derek Jeter leaves baseball as one of the greatest Yankees ever. (via 
non-hateful,RT Derek Jeter's final game at Yankee Stadium will be 1st he's ever played there with Yankees eliminated from playoffs. 
non-hateful,"RT Don't look now, but the Browns are in sole possession of 1st place in the AFC North. The Cleveland Browns. "
non-hateful,"RT For the last time, The Captain takes the field at Yankee Stadium. "
non-hateful,"RT Jadeveon Clowney tops latest mock Draft. ""He's a once every 15 to 20 year guy."" &"
non-hateful,"RT Peyton Manning's remarkable season:
&5,477 Pass yds (NFL record)
&55 Pass TD (NFL record)
&450 completions
&likely ho&"
non-hateful,"RT Storybook ending in New York. Derek Jeter walks off a winner at Yankee Stadium, "
non-hateful,"RT Yankees survive 9th-inning scare to beat Rangers, 12-11.
&Gardner: 4-5, HR, RBI, 3 R
&Teixeira: 1-2, HR, 2 RBI, 3 R htt&"
non-hateful,"RT So, Yanks have signed Brian McCann &amp; Jacoby Ellsbury. Rumor has it, they still want Robinson Cano, Babe Ruth, Miguel Cabr&"
non-hateful,"RT she's a hoe, she's ugly, she's a bitch, she's this, she's that .. but you dated her? please, take a seat."
non-hateful,"RT Write in Christine LaPorta for She represents all

ChappelleNadal refer to whites as crackers &amp; KKK ht&"
non-hateful,RT I'm just looking for a bitch that can hold me down
non-hateful,RT Anxiety is a bitch
non-hateful,"RT I love bad bitches, that's my fucking problem!"
non-hateful,RT &that's still on Facebook ghetto or pregnant idc.&
hateful,RT Mann fuckk dat shit!!..fuckk dat bitch!! &
non-hateful,RT bitch waaaaaa??
non-hateful,RT tf bitch!!??? Lol
non-hateful,"RT Like honestly if you are embarrassed to be around someone because of how they look, you're trash"
non-hateful,"RT ""This bitch wanna be Roger from American Dad so bad "
non-hateful,RT Captain Kirk hoe!
non-hateful,RT Watch social media with all that hate in their blood try and wish bad on Derrick! He back bitch! Stop hating 
non-hateful,RT i hate when people ask &you tryna look good for?!&bitch myself bye
non-hateful,"RT Peace, bitch. "
non-hateful,"RT ""You don't get bitches"" RT Take Care the mos overrated album that has been released in the last 5 years"
non-hateful,RT RT Come somebody please get me a PS4? Willing to eat pussy for it if need be.
non-hateful,"RT A sign at ""Checkpoint Charlie"", a well known crossing point between East and West Berlin, when Germany&"
non-hateful,RT These hoes ain't loyal
non-hateful,"RT pussies wanna use ""royal icing"" for their gingerbread houses...fuck that...ima use my homemade cream cheese frosting."
non-hateful,"RT Can't trust a bitch who lets the microwave hit 0, she doesn't care about her life...she probably jumps on the lava part o&"
non-hateful,"RT Element number 35 is Bromine and it comes before number 67 Ho (Holmium). Therefore, its Bros before hoes."
non-hateful,"RT If her bio says ""Only God can judge me"" she's a hoe."
non-hateful,"RT The nicer you are, the easier you're hurt. So just be a bitch"
non-hateful,RT What doesn't kill you makes you a bitch.
non-hateful,"RT Wtf is ""Lolzzz"" ?! Did you laugh yourself to sleep bitch??"
hateful,"RT choke on a cactus, bitch."
hateful,"RT what does ""forever"" mean to some of you bitches? lol 3 months?"
non-hateful,"RT ""Smoking weed is so unattractive"" 

Haha I was trying to get high bitch I'm not trying to turn you on."
non-hateful,"RT ""Stop talking ghetto, you're white"" "
hateful,"RT A hoes favorite line is, ""Don't judge me, you don't know what I been through!""

Yeah I do... a lot of dick."
hateful,RT After I fuck your bitch 
non-hateful,"RT Anytime a girl asks you for help, tell that bitch to ask Channing Tatum since that's her MCM."
non-hateful,"RT Can't trust a bitch who lets the microwave hit 0, she doesn't care about her life...she probably jumps on the lava part of&"
non-hateful,"RT If I stop my car so that you can walk across the street, I better see some hustle out of you! Knees to chest bitch, KNEES &"
non-hateful,RT No bitch ass chick flick will ever be as sad as this movie 
non-hateful,RT Rise of the planet of the apes 
non-hateful,RT This bitch doesn't know what she wants.. 
non-hateful,"RT White girls, if your black boyfriend doesn't call you 'shawty', then bitch you ain't that special."
non-hateful,RT future bae best drink fiji water so her pussy taste like retweets &amp; cinammon apples
hateful,"RT ur a faggot if you change your name to your bday just so you can get bday tweets. this aint FB nigga, fuck yo birthday"
non-hateful,RT when you're in public with your side hoe 
non-hateful,RT sav you are so nicee love you too twat! :)
non-hateful,RT warning shots are for pussies I'm just gonna gun you down! And steal your pink boots!
non-hateful,RT &&fucking&
non-hateful,"RT KNOCK KNOCK. Who's there? GEORGE. George who? GEORGE ZIMMERMAN. Oh, George Zimmerman. Welcome to cell block C, bitch!"
hateful,RT Im so popular&All yo bitches know me. Most these niggas hatin&well at least they know me
non-hateful,RT &said no pussy cats inside my dog house&that's what got bro nem locked inside the dog pound !!
non-hateful,RT I just wanna be drunk on stage going ham in that bitch 
non-hateful,"RT If she doesn't know what ""dab"" means...Fuck that bitch "
non-hateful,"RT For example. I can't even say ""what's cooler than bein cool? ICE COLD!"" Without somebody relating it to A Phi A. No bitch t&"
non-hateful,RT Give me conversation..they think u giving em pussy &ahhhhh YOU TRIED IT. 
non-hateful,"RT Yall say ""Why you dating lil girls"" like mature hoes just on a rampage outside."
non-hateful,RT so many groupie hoes in the condo its a group home - 
non-hateful,RT I know another chick I will NEVER shoot again. Filing this one under: heartless cunt
non-hateful,RT Why is there a pussy screaming on my TL ?
non-hateful,"RT Bitches eyebrows be on FlEEK &
Loyalty on Weak &edges incomplete &pussy on REEK &&"
non-hateful,RT I see the crazy have given up on defunding Obamacare and have moved on to using veterans! 
non-hateful,RT Not basic bitches
non-hateful,"RT I come off like a total bitch, but if I like you I will literally do anything for you."
non-hateful,"RT Come 2 Henderson, kilgore, Longview IT DONT EVEN MATTER. But you dumb ass hoes gone fuck around &amp;get your soul taken fro&"
non-hateful,RT We all know you're fucking a bitch right now LOL
non-hateful,RT Stole your grandpas wardrobe bitch 
non-hateful,RT bitch
non-hateful,RT I remember I tried to fake rape a bitch before and she was way too strong Smfh .. I felt like a bitch!!!
non-hateful,"RT ""You a sucka hoe...sucka hoe im succsess"
hateful,"RT Nigga when from "" Can I get a hug"" to
""I got hoes b "" "
non-hateful,"RT No respect for a bitch 
She gonna top me regardless "
non-hateful,RT He rip that bitch &
non-hateful,RT BREAKING: Yankees acquire Lebron James in a 3 team deal per sources 
non-hateful,RT If those Captcha pictures get any more fuzzy I'm going to need a bot to decipher them
non-hateful,RT So cute! :) RT Shy bunny... 
non-hateful,RT Did seriously steal my Halloween Oreos ? &
hateful,RT Im speaking on Ho niggas + hoe niggaz probably don't dig natural styled hair period...
non-hateful,RT The Editorial Board endorses Charlie Crist for governor -- Better for Floridians 
non-hateful,"RT Can't wait for the to sweep the Cardinals tonight on ! No matter how bad the cubs are, we're gonna beat the bird&"
non-hateful,"RT Just a week ago, yall hoes wasn't sucking dick now yall all pros at it huj"
hateful,RT Seeeeee man. Niggas a lose they bitch over a bitch that's not even worth it
non-hateful,"RT Lmfao , this bitch was giving head in the back of a classroom she better go tf ahead !"
non-hateful,RT You thought you had enough hair for a ponytail bitch ! 
non-hateful,RT The Shocking True Stories Behind Your Favorite Classic Fairy Tales via 
non-hateful,"RT Science, bitch! "
hateful,"RT ""Isn't Ebola a type of soup???"" Naw nigga its a country. My bitch is from there. She ebolian."
hateful,RT Fucking chinks in Clash of Clans always fuck me up. Bitch ass kamikaze faggots.
non-hateful,RT Back in the day when Drake was Aubrey/Jimmy and he made that song with his bitch girlfriend I said he was gonna be a rappe&
non-hateful,RT but cant nobody at yall pep rally out jigg me
non-hateful,RT Crying RT How you gone wife a bitch that let niggas lick on her head in public?
non-hateful,RT Twerking is ghetto until White people do it. Hip Hop culture is violent &amp; dangerous until they want to profit of it. ht&
non-hateful,"RT Pirlo's one of them cunts who'd just be better at everything. He'd beat u at table tennis, shag your wife better &amp; win a&"
non-hateful,"RT Lookie here folks

I'm not a chocolate, thick, natural haired female

Nudes=trash"
non-hateful,"RT RT if you listen to these bands &182
TDG
SS
FIR
MCR

Follow me &amp; everyon&"
hateful,"RT ""Aye fam you think you can line me up I saw a bad bitch in Mrs. Bridget's class"" "
hateful,"RT ""Ayo take this pic for me fam""

""Hell yea....the hoes gone like that one"" "
non-hateful,RT &of the black girls at my school are ghetto AF&98.6%
non-hateful,RT How do bitches &everything&but still getting cheated on something not adding up
non-hateful,RT I know she a hoe if she believe in astrology.. Ima make a sign for that.
non-hateful,RT Peeps are trash.. Marsh mellows in general are trash
non-hateful,RT Pussy is pussy asses.. Thats how so many of yalls babys mommas hideous and u hiding her from the twittersphere
non-hateful,"RT If your boy breaks up with you and has a new girlfriend a couple days later, then there was something you didn't know abo&"
non-hateful,RT A woman's revenge To a man is being a hoe
hateful,RT I spray Clorox on the seat after bitches use it I ain't had that much trust in females since Sam Rothstein met Ginger
hateful,RT If I look at my bitch she better shut up ain't no arguing with niggaz in the street or social networks
non-hateful,RT If YA bitch ex is a nigga u think is lame u might be lame for having a lame nigga old bitch
hateful,RT If certain niggaz can even get my bitch attention hey can have it
hateful,RT Niggaz like all them naked bitches on IG pics NIGGAZ DONT LOVE EM
hateful,RT Shout out to all them bitches who don't own no designer shit and still look better than all YALL bitches with everything desi&
non-hateful,RT These bitches self esteem built off likes and their principles built off Instagram memes
non-hateful,RT These bitches will set you up the moment you stop fucking with them and they mad
non-hateful,RT Y'all bitches got to learn the difference between like and love
hateful,RT Y'all bitches sending inviatations to the wolves than get mad when they at ya door
non-hateful,"RT You dumb bitches still think pretty is everything ""KERI LOOKS BETTER THAN BEYONC&"" Keri probably know she do too but guess &"
non-hateful,RT Sharing food with your mangia cake friends because they love your food 
non-hateful,RT These hoes ain't got nothin' on ya &
non-hateful,RT Darn trash man he beat me to the good stuff again. 
non-hateful,RT I'm happy for the bung holes and negativity desperate guys spew on here &GOOD example of WHAT not to be and what I don'&
non-hateful,"RT Me and this bitch may not be the best of friends, but this cover??? She ate that &"
non-hateful,RT Friday 6pm Bengali Harlem &amp; the Lost Histories of South Asian America &
non-hateful,"RT ""I'm going to the movies this weekend, by myself. No BFFL, no bitch, no nigga, just me... "
non-hateful,RT Some bitches forget you have to be a friend to keep a friend 
non-hateful,RT I just wanna spread your legs &amp; kiss &amp; lick my way down to your pussy just so I can feel every bit of wetness on my tong&
non-hateful,RT Social network got bitches heads like &
non-hateful,RT On the NorthSide WildBills With &up on a check &Left that hoe&alone &
non-hateful,RT I'm all cock and pussy like in my tweets; and all penis and vagina like in DMs &
non-hateful,RT how the bitch ear get burnt?
non-hateful,RT &RT Watching a bird poop on your car after you just got it washed 
hateful,"RT y does every female think every nigga they come across is in love w them?
bitch I could leave u , smoke a blunt &amp; forget &"
non-hateful,"RT Ctfu &get out dem feelings and get some new dick&""&"
hateful,"RT This nigga said ""bitch told me she sent a nigga ta jail.... man I thought it was legal ta beat yo hoe...that's yo hoe!"" Lmao&"
non-hateful,RT I be in yo bitch pussy like 
non-hateful,RT bitch stop lien
non-hateful,RT When your main bitch friends see you at a party ... 
non-hateful,RT so i could catch a round with half these pussies out here
non-hateful,"RT Let a bitch try me try me, Ima swing her to the whole mf family &"
non-hateful,"RT Basically, I'm the shit bitch"
non-hateful,"RT So when the clock hits 12 o'clock imma need the baddest, lightest, &amp; brightest hoes to be at door. Give my b&"
non-hateful,RT A hoe ass nigga will never change
non-hateful,"RT Jaheim, Donell Jones, Lyfe Jennings, Ginuwine, Charlie Wilson, Dru Hill, NEXT, Jodeci, Tyrese and etc ...... bring THAT type &"
non-hateful,RT Rich dollaz always trynna snatch a bitch. Like he a bitch &
non-hateful,"RT Stressed backwards is ""Desserts"" that's why bitches eat junk food when depressed"
non-hateful,"RT This show should be called ""side bitches"" I ain't seen love YET"
hateful,RT I was in her while her nigger was in there makin dinner
non-hateful,"RT I Hate when bitches get a man and start tweeting shit like ""LOL let me stop tweeting like this before he kills me &"
non-hateful,RT I have 0 hoes
non-hateful,RT I heard you wit that bitch that everybodyyyyy fuckingggggg
non-hateful,RT Look at that bitch way over there stalking my twitter
non-hateful,RT She a hoe if her bday in september
non-hateful,RT It's UTW over here bitch but a lot of shit be going Down &
hateful,RT &you've been judged&it happens. hang you nigger&wo&
non-hateful,"RT Now, bitches gonna think just because they're married, they're better than every female that's not. Smh"
non-hateful,"RT If you gonna fuck my girl then dont pull her hair, nigga i paid $200 for that bitch weave"
non-hateful,RT Do you want to hear the truth or are you only looking to hear what makes you feel all warm and fuzzy inside? I choose truth&
hateful,RT KMM get a fucking trash can on your head.
non-hateful,RT People who would vote for Charlie Crist and Michelle Nunn are why our founders did NOT put a right to vote in our Constitut&
hateful,RT A real nigga gone teach his bitch the game not run it on her &
non-hateful,RT Tuh! RT When u plan on going to a party and u don't and u gone on Twitter da next day &amp; see dat that hoe did &
non-hateful,RT I'd get a girlfriend if I had hoes tho. Lmaoo.
non-hateful,RT Sharing is not caring .... Back tf up bitch
non-hateful,RT That moment the pussy too good &amp; u gotta slow that stroke down! 
non-hateful,RT Bad bitches hate broke niggaz. + but you knew that already..
non-hateful,RT This bitch just blew my high &
non-hateful,"RT Can I get a ""fuck you"" to these bitches from all of my niggas who don't love hoes, they get no dough."
hateful,"RT Females nowadays don't like to do anything freaky, because you niggas gossip about it like bitches"
non-hateful,RT Having a real bitch by your side and holding it down for you is a blessing &For Real.
non-hateful,RT &bird gets the dick&&
non-hateful,"RT Boobs boobs boobs boobs lotta boobs
Man I make the baddest bitches send me nudes &"
non-hateful,RT are the first to congratulate this years hoes for being smarter than last years hoes. You know who you are.
non-hateful,"RT Never discuss cheese with a rat , talk bread with a bird , or make moves with a snake &"
non-hateful,"RT When hoes call other hoes ""hoes"" "
non-hateful,RT Nothing is wrong wit staying down here to work at the plant.These little minded bitches need 2 fuckin stop being judgmen&
non-hateful,RT Get this bitch out of my house
hateful,RT Thanks for ignoring me faggots. I'm locked outside 
non-hateful,"RT Yall ladies ever have on a tank top or something . . &amp; like one of your nips was just chilling outside the shirt, and you d&"
non-hateful,"RT a girl tweeted ""you might be ghetto if u bring food from outside into the movies""

no u might be stupid if u pay 4.99 for a b&"
hateful,"RT If you suppose to be a man, don&be a bitch."
non-hateful,"RT No officer I wasn't drunk driving, I was swerving on them hoes."
non-hateful,RT Did the Yankees make the playoffs and properly honor Jeter? RT Orioles win?
non-hateful,RT Niggas is hoes 2
hateful,RT RT or you're a fag. 
non-hateful,RT Gun control talks with gunrunning Eric Holder on board. We r the planet of the apes
non-hateful,RT Your opinion is irrelevant because you are a cunt
non-hateful,"RT guy: send me a pic of your pussy Girl: ok *sends pic of pussy*guy: HOLY SHIT, WHAT DAFUQ I WANTED TO SEE THE CAT!!!"
non-hateful,RT Side hoes always winning
non-hateful,RT I'm that type of bitch to tell you I'm on my way knowing I just got in the shower
non-hateful,RT bitches b tweeting everything they see to b Relavent &its really sad &
non-hateful,"RT if my tweets ever offended you:
1.) im sorry
2.) it won't happen again
3.) 1 &amp; 2 are lies
4.) you're a fucking pussy"
non-hateful,"RT ""I'm turning over a new leaf! No more drama and CoD for me!""
Is still a faggot.
"
non-hateful,RT iPhone 5 bitch
non-hateful,RT Go fish bitch 
hateful,RT What faggot complained about stretch marks?!? My nigga them shits taste like the swirls on cinnamon toast crunch 
non-hateful,RT if I fav your pic that means Dm me hoe
non-hateful,"RT ""If you love her hide your bitch so you keep shorty"""
non-hateful,RT You win some and lose some long as you get it on you aint a bitch.
non-hateful,RT Hey you!! Acting like a saint on twitter.. we think you're fucking weird you prude bitch.
non-hateful,RT Real niggah over here&
hateful,"RT Used to be with 50 niggas, 20 of em got murked, 20 of em turned pussy, the other 10 put in work"
non-hateful,"RT ""You smell like Weed..."" and bitch you smell like sober."
hateful,RT Ladies If a nigga always wanna go out and party every weekend . He basically side hoe shopping
non-hateful,"RT A MILF is a sexy ass mom over 35. If you're 20, you're just a bitch with a baby."
non-hateful,"RT Regrets are for pussies. Shit happens, deal with it"
non-hateful,"RT light skin bitches cheat on their man, dark skin bitches squirt bike chain oil, latinas will cut your dick off, &amp; white gir&"
non-hateful,RT RT carrot cake is trash. too sweet. 
hateful,"RT if her hair is hers . she will hit you with a ""bitch i bought it , so it's mine"" ."
non-hateful,RT Most black hoes at prom looked like 
non-hateful,RT Vonte not tweeting like a bitch finally
non-hateful,RT lmao y'all some fags 
non-hateful,"RT exactly. Announcing that you could be a piece of pussy for a couple hours, then irrelevant after that? Nothing cute a&"
non-hateful,RT lol bitch you've put lotion on my butt &amp; orajel in my mouth. You'd paint my toes&
non-hateful,RT Otw to DC. Hopefully I'll see my best bitch That would make my day.
non-hateful,RT Still the greatest tweet ever. RT bitches run on emotion not logic .. a bitch will say 1+1=3 if the number ...
non-hateful,"RT fuck you bitch, if I said it was, it was"
non-hateful,"RT Via ""Eat ice KevinSmith"" If I'm eating anything tonight, woman? It's pity-pussy. Make it better in a ..."
non-hateful,RT I'm trying to pass my nigguh. 
non-hateful,RT remember in a relationship.. her friends are NOT yours.. &they'll let her be a hoe...
non-hateful,RT Lol someone fucking yo bitch?
non-hateful,RT i'll be that bitch today
non-hateful,RT bitch you got me I trouble I love you too .. Take your drunk ass to sleept
non-hateful,"RT Rise of the planet of the apes doin a musical???

"
non-hateful,RT There&a bitch on twitter with 50k followers but she drive this. 
non-hateful,RT Hate shit like this bitch can't make a decent meal but can take a hell of a thirst trap 
non-hateful,RT Oreo Donut 
non-hateful,RT These bitches be pretty &amp; stupid
non-hateful,RT &irritable bitch syndrome.&I have this
hateful,RT Automatically suspicious of white folk who try too hard to show they like us darkies.
