id,test_case,label_gold,target_ident,direction,focus_words,case_templ
24528,Only white trash watch hockey.,hateful,,,,
24529,Only white trash would call slants and hindis and moslems their equals.,hateful,,,,
24530,"Only word I can understand on is ""nigger""... Heavily disappointed in this show. AaronMacgruder stuff blows, IMO.",hateful,,,,
24531,Oomf got hella hoes &,non-hateful,,,,
24532,Open mouf kissing my nig... &love him some kissing smh lol&,non-hateful,,,,
24533,"Operation Ask Redhead Resolve, Charlie Brown. ",non-hateful,,,,
24534,"Or ""don't vote for the cripple"" amirite? bigot MT Vote for Governor of Texas. ",non-hateful,,,,
24535,Or I'm vibing and they ask to see the aux cord knowing they bout to play some trash &,non-hateful,,,,
24536,"Or a dumb bitch with no self esteem I can't decide.

But for now it's saint &",non-hateful,,,,
24537,Or faggot RT Guess he got caught saying nigga.,hateful,,,,
24538,Or get swept in MoTown LOL ,non-hateful,,,,
24539,Or get they nails done RT Same hoes brag about niggas they fw got money but can't even get him to fill their tank up,non-hateful,,,,
24540,Or she just cant afford winter clothes RT Summer hoe = winter Muslimah,non-hateful,,,,
24541,Or the teach might get u got RT I really hate a disrespectful ass bitch in class. The professor is talking you STFU bitch.,hateful,,,,
24542,Or when you're in my neighborhood RT You know you're in the mexcian ghetto when... ,non-hateful,,,,
24543,Oregon losing IN OREGON ahhhahahaha faggots,hateful,,,,
24544,Oreo Ice Cream Sandwich ,non-hateful,,,,
24545,Oreo milkshakes will forever remind me of ,non-hateful,,,,
24546,Oscar &amp; I used to make fun of Chaco-wearing people together but now that they're on sale for 1/2 off this lil bitch wants some ,non-hateful,,,,
24547,Oscars fuckin roasts right now got me hella dying. &this bitch. &,non-hateful,,,,
24548,Other Jihadi news executed preacher Redha Lari coz he was..&extreme&&amp; hampered reconciliation with Nusra with his fatwas,non-hateful,,,,
24549,Our female guinea pig is pregnant &,hateful,,,,
24550,Outside with dah fuckin yardie eh,hateful,,,,
24551,Overripe eggplants are not good eats. ,non-hateful,,,,
24552,"PHILOSOPHY EXISTENTIALISM AND DEPTH and not trash pop

",non-hateful,,,,
24553,"POLLOS A L'AST

Dos pollos estaban dando vueltas en una poller&mientras los estaban cocinando a l'ast, cuando... ",non-hateful,,,,
24554,"PSA: Reduced Fat Oreos are waxy and don't soften properly when dunked in milk. STAY AWAY FROM THEM, THEY'RE UNNATURAL! ",non-hateful,,,,
24555,Paceys just told me about how flash was touching himself and he was turning yellow and black.. &,non-hateful,,,,
24556,"Palin mocks Obama, on Russia rhetorically asks ""who could have seen this coming,"" the crowd goes wild ",non-hateful,,,,
24557,"Pantera - 5 Minutes Alone 5 minutes, pussy boy..I'll crush you.",hateful,,,,
24558,Paper over pussy cause pussy Bring problems ,non-hateful,,,,
24559,Papoose is trash bro lol,non-hateful,,,,
24560,Pappadeaux bread with the scampi butter RT Her pussy tastes like? ,non-hateful,,,,
24561,Parents Television Council: 'Scandal' sex scene after Charlie Brown was not OK | ,non-hateful,,,,
24562,"Parodies of Jihadi songs - more effective than asinine ""Muslims should condemn"" ",non-hateful,,,,
24563,Part chink.,hateful,,,,
24564,Pass them sticks bitch!!!!!!!,hateful,,,,
24565,Paula Patton pussy got a nigga on stage on his knees talmbout he gotta get her back tonight,hateful,,,,
24566,Peace faggots. ,hateful,,,,
24567,"Peace fags, just remember I'm best Lux support NA. Drop LustBoy pick me and Kakao up TSM.",hateful,,,,
24568,Peace to all the hoes I put my badongle in and didn't cook breakfast for ,non-hateful,,,,
24569,Pennsylvania is white trash and is so are all Pennsylvanians.,hateful,,,,
24570,People are fucking retarded lol,hateful,,,,
24571,People ask me y I never speak up bout the subtweets n lil shit people say ...BABY tbh ion give a dam bout none of that no nigga or bitch oml,hateful,,,,
24572,"People asking for donations for Christy Mack,get real the bitch made thousands of dollars for having sex.
Bitch better be Fuckin me",hateful,,,,
24573,"People calling and complaining to Spinellis because of our Purge special.
Lmao pussies. ",non-hateful,,,,
24574,People get more and more retarded everyday,hateful,,,,
24575,People on this site are fucking retarded sometimes,hateful,,,,
24576,People who chose the country over the City are miserable trash. They deserve neither respect nor consideration. They are less than scum.,hateful,,,,
24577,People who don't put their blinkers on seriously just need to crash into a pole or something &,non-hateful,,,,
24578,"People who enjoy shows like and are douche bags. Usually white trash, too.",hateful,,,,
24579,"People who go to church in Hollywood, CA are all white trash filth.",hateful,,,,
24580,People who grow their own vegetables are nothing but common peasant trash.,hateful,,,,
24581,People who live in are unwashed trash.,hateful,,,,
24582,People who play are white trash,non-hateful,,,,
24583,People who play are human filth and don't deserve the same respect you'd give a mosquito. They're soulless gutter trash.,hateful,,,,
24584,"People, RT this picture far and wide, if for no other reason than it makes teabaggers with poor spelling really angry ",non-hateful,,,,
24585,"Perhaps Ezra Miller is the first crack toward changing that, regardless of whether he identifies as queer over gay.",hateful,,,,
24586,"Perhaps I'm not a ""diehard"" Yankee fan, but there's no more point in watching this debacle So what else is on? LOL",non-hateful,,,,
24587,"Person: My new years resolution is to not be a jackass to everyone. Me: Yeah, and I'm going to buy a PS3. I'm not retarded.",hateful,,,,
24588,Peyton Manning is a goon fuck Eli's pussy ass,hateful,,,,
24589,Phil Hughes looking like the Phil Hughes of old. 2010. ,non-hateful,,,,
24590,Phillip Rivers look like he almost wants to call dude a nigger for that bad play,hateful,,,,
24591,Phone drier than yo bitch scalp &,non-hateful,,,,
24592,Photo check for background spooks. ,non-hateful,,,,
24593,Photo: Bad bitch. your favorite Vegas socialite &,non-hateful,,,,
24594,Photo: Giving you that trailer park trash. ,non-hateful,,,,
24595,Photo: Good morning ig &Giving u white trash body &,non-hateful,,,,
24596,Photo: Happy Friday bitches ,non-hateful,,,,
24597,Photo: Happy Friday bitches&&,non-hateful,,,,
24598,Photo: Here some kimora boobies for you &&this is how unlock before I slice a bitch. ,non-hateful,,,,
24599,Photo: Ima boss ass bitch. &,non-hateful,,,,
24600,Photo: Me and my bitch ,non-hateful,,,,
24601,Photo: Morning bitches ,non-hateful,,,,
24602,Photo: Mustard on the beat hoe ,non-hateful,,,,
24603,Photo: My mains yessssss turntup. bitches &,non-hateful,,,,
24604,Photo: No filtering bitches. &,non-hateful,,,,
24605,"Photo: Rest in peace to these bad boys , some bad advise made me let some old asian dude re glue the sole... ",non-hateful,,,,
24606,Photo: Seriously &All my friends are hoes. It&so funny. &,non-hateful,,,,
24607,Photo: anarcho-queer: &stands for a social order based on the free grouping of individuals for... ,non-hateful,,,,
24608,Photo: deafreaperventus: wayward-sons-and-fallen-angels: murderous-crows: *gay intensifies* are you saying... ,non-hateful,,,,
24609,Photoset: The biggest pussy I&seen in China. ,non-hateful,,,,
24610,Physical &amp; bed RT These bitches frame is trash! ,non-hateful,,,,
24611,"Pic circulating on Jihadi feeds claiming an ""ISIS flag"" on top of Mount Arafa in the holiest day of pilgrimage ",non-hateful,,,,
24612,"Pic so confusing.. Looks like a dyke, but has a hoe pooci.. &",non-hateful,,,,
24613,Pick a city buy a condo find a fine hoe let some time go ,hateful,,,,
24614,Pisses me of when I see these little liberal faggots wearing Che Guevara shirts. Move ur ass to Cuba. ,hateful,,,,
24615,Pisses me off so much when Brett screams fag or whore out the window at people,hateful,,,,
24616,"Playing a show in Lutsen, MN at 9:00 PM today at Papa Charlies ",non-hateful,,,,
24617,"Playing to white guilt lasted one last time, whitey felt 'absolved', it ends today. It ends in the fields/suburbs of Pennsylvania.",hateful,,,,
24618,Playing with my money is like playing with my emotions niggas don't believe I guess we going to find out then hoe ass niggas,hateful,,,,
24619,Please &up hoe &honestly a nice person&,hateful,,,,
24620,Please control yo hoe ! &,non-hateful,,,,
24621,"Please stop scoring, otherwise you won't have any runs for tomorrow against Romero ",non-hateful,,,,
24622,"Polite, yet militant. ",non-hateful,,,,
24623,Political ass bitches,hateful,,,,
24624,"Poor Henry, he's supporting the right 2/3 of you guys all on his gut! Don't hurt it, Charlie... (",non-hateful,,,,
24625,"Pop a nigguh, sound like crisco",hateful,,,,
24626,Popped a pussy i'm sweating lol ,non-hateful,,,,
24627,Pops told me never stick ya &in a broke bitch,non-hateful,,,,
24628,Porch monkey 4 Life,hateful,,,,
24629,Porch monkey 4 life ,non-hateful,,,,
24630,"Posted a new song: """"guala"""" ",non-hateful,,,,
24631,Preach RT Ugly girls are the way to go man. Nobody got time for you pretty hoes,non-hateful,,,,
24632,Precisely RT &as y'all break up is when she starts doing the shit she swore she'd never do&like being a hoe,hateful,,,,
24633,"Preparing to be called a ""nigger"" all night.. I mean play COD all night. ",non-hateful,,,,
24634,"Pretending that he can make it rain, our ghetto president is in it for himself while govt money whores beg utilties to stay on one more day.",hateful,,,,
24635,Pretty ass niggah. ,hateful,,,,
24636,Pretty bitches with even prettier titties &,non-hateful,,,,
24637,"Pretty over this whole Yankees thing, id rather lose in the ALCS every year then live in Detroit.. I miss the real Steinbrenner ",non-hateful,,,,
24638,Pretty sure I got ya bitch nudes in my phone nigga,hateful,,,,
24639,"Pretty weird that flight attendants are instructed to say &to the OC, bitch.&as you exit the plane.",non-hateful,,,,
24640,Probably saved ass today. About out gas in a Diesel engine.&what would you do without your redneck friends?&,non-hateful,,,,
24641,Produced by yung &Bouta drop dis hoe ,non-hateful,,,,
24642,Promise to love you and obey..and hit it more than once a day..girl I say that genuinely..fuck that bitch.. It's what you sayy,hateful,,,,
24643,Proud to be a redneck patriot :) ,non-hateful,,,,
24644,Pull up on a nicca ,hateful,,,,
24645,Pulled up on this coco ratchet on my way home &yes bitch,non-hateful,,,,
24646,Pulling hoes ain't something to be proud of hoes go with anybody &,non-hateful,,,,
24647,Pullout game trash... &having an intrrvention with a man who has 34 kids with 17 women. I have other questions.&,non-hateful,,,,
24648,Punk ass broke faggots.,hateful,,,,
24649,Punk ass cop jus bulldogged that bitch ,non-hateful,,,,
24650,"Pussy ass hoe niggas, I can't fuck wit y'all",hateful,,,,
24651,Pussy gotta be trash RT Her love life is so sad lol RT im so glad khloe k dumped french's ghetto ass,hateful,,,,
24652,"Pussy like girls , zaaaammnn is my pussy gay &",non-hateful,,,,
24653,Pussy nicca we ain't friends you ain't gotta me -- voice!,non-hateful,,,,
24654,Put a b&pussy on first 48,non-hateful,,,,
24655,Put the redskins in your starting lineup instead of the Dolphins...it'll be fun they said.,hateful,,,,
24656,Put the weights back on the rack bitch!! Smdh lol Dick Chaney's! ,non-hateful,,,,
24657,Putin making look like a bitch on foreign policy.,hateful,,,,
24658,Quan and Dino RT them faggot ass niggas!? Aight man,hateful,,,,
24659,Quan stop RT that faggot on my TL,hateful,,,,
24660,Quit talking shit you fucking faggot. You're seriously just mad bc no one wants you. Who the fuck do you even think you are?,hateful,,,,
24661,R-Surge For Charlie Baker-R of 9 points in Demo-State Mass against Coakley-D! DoG via ,non-hateful,,,,
24662,REAL NIGGA SPEAKING &sound like a bitch&,non-hateful,,,,
24663,REPUBLICANS TAKE MASSACHUSETTS GOVERNORSHIP: Coakley Conceds Gov. Race To Charlie Baker&,non-hateful,,,,
24664,RFT Tweet of the day&&a nigga change on you.. Fuck em .. He was a bitch nigga from day 1&,hateful,,,,
24665,"RIGHT ""The same bitches saying ""positive vibes"" are the same bitches making fun of someone's weight.""",non-hateful,,,,
24666,RINO trash like see conservatives as the Democrat Party see blacks. As their slave property. ,hateful,,,,
24667,RT !! I will never EVER EVER give a nigga my all unless I know for a fact he doing the same . yeen finna play me bitch &,non-hateful,,,,
24668,"RT ""This shit for the birds . &",non-hateful,,,,
24669,"RT ""Jane Seymour rocks a bikini at 62 Crazy Aunt Jane is at it again ",non-hateful,,,,
24670,"RT ""Wow do we have another faggot? &wow do we have another Cam hater? lol&dat dude is nice",hateful,,,,
24671,"RT ""&amp; alla my niggas hot boys , so don't bring no ice in this bitch &",hateful,,,,
24672,"RT &bitches think its ok to clap they hands when they getting into an argument, bitch stfu before I steal yo purse&",non-hateful,,,,
24673,RT .... this is what all of my bitches say hahaha ,non-hateful,,,,
24674,RT Columbus found America and we killed some injuns ,hateful,,,,
24675,"RT ""Fuck you mean Macklemore trash nigger?"" ",hateful,,,,
24676,RT Def a whiny bitch RT &girl who cries is a girl who cares.&Or a whiny bitch,hateful,,,,
24677,"RT ""This is J Cole you fucking queer""",hateful,,,,
24678,RT All yaw hoes want 2 thing Money &amp; Dick,non-hateful,,,,
24679,RT Hahahaha basic bitches so funny,non-hateful,,,,
24680,"RT Jihadi Killed In N.J. W/ At Least 2 Others,Part Of Terrorist Ring 10 Yrs Ago ",hateful,,,,
24681,RT it ain't nothin to cut that bitch off ayeeee,non-hateful,,,,
24682,RT Twitter tipped its cap to say to Jeter in his Yankee Stadium finale. VIDEO: ,non-hateful,,,,
24683,RT Hoes get a boyfriend and swear they not a hoe anymore. Bitch Having a boyfriend doesn't erase what happened before him you ...,non-hateful,,,,
24684,RT Today I told a woman that she was the quintessential embodiment of sexual femininity. How am I not drowning in pussy?,non-hateful,,,,
24685,RT Supp wigga,non-hateful,,,,
24686,RT You can't go wrong with a loyal bitch.,non-hateful,,,,
24687,"RT Needy, clingy men is why I have bitch issues",non-hateful,,,,
24688,RT kim k lil sisters some hoes,non-hateful,,,,
24689,RT I might be ugly but my hoes ain't trippin,non-hateful,,,,
24690,RT bro don't argue with these rejected ass Disney models bitches better go play in some food&,non-hateful,,,,
24691,RT When a hoe gets too friendly with Bae &,non-hateful,,,,
24692,"RT No prob! Def a good early set energy tool! If you want to tune in, in less than an ho&",non-hateful,,,,
24693,RT Bitches love niggas that got bitches,hateful,,,,
24694,RT I got bitches geekin sneakin cocaina cross the customs - ,non-hateful,,,,
24695,"RT ""Come out her pussy and go in her ass come out her ass and go in her mouth"" that way she won't tell nobod&",non-hateful,,,,
24696,"RT Bees won, Mets won, and the Yankees lost. It's a good day in baseball.",non-hateful,,,,
24697,RT This bitch always in my pocket &,non-hateful,,,,
24698,"RT ""You know bitches be mad when they be like ""I'm my own ",non-hateful,,,,
24699,RT Nah boa That nigga Wayne run his mouth like a hoe &amp; my girl ain't No hoe so Chill wi&,hateful,,,,
24700,RT The niggas who just jumped my brother said that dre was in they hood bitch 131st belongs to us imma going to find you bi&,non-hateful,,,,
24701,RT Don't sweat these hoes they come wit the money &,non-hateful,,,,
24702,"RT Grown men, wearing jerseys with other grown men's name on them..

Don't forget your fucking pom poms.",non-hateful,,,,
24703,RT Happy birthday to my little ass cousin who doesn't remember who I am hope it's a good one fag !,hateful,,,,
24704,RT Check out the homie for that sole sauce! That stuff does miracles!!! ,non-hateful,,,,
24705,RT I flex it ain't no turning down ...take yo bitch fly out of town ... ...Macin stackin ready to get it crackin aint no tu&,non-hateful,,,,
24706,RT I hate a lying ass bitch,non-hateful,,,,
24707,RT Muslim Jihadi? Keep Calm and.... ,non-hateful,,,,
24708,RT &ugly so don't worry about me having hoes.&,non-hateful,,,,
24709,RT So y'all just gone look past the fact that this bitch sucking a dick cause her edges laid? I swear hate you bitches &,non-hateful,,,,
24710,RT I'm in this bitch yaaa I do my thanggg &,non-hateful,,,,
24711,"RT bae: lemme see your phone if you dont have hella hoes 

me: one sec ",non-hateful,,,,
24712,RT Bruh this bitch booty so flat that its muscular &,non-hateful,,,,
24713,RT RT If I DM u don't announce it to the timeline bitch I'm tryna fuck on the low,non-hateful,,,,
24714,RT If u a messy bitch hell nawl i cant rock w. You,non-hateful,,,,
24715,RT Just checked my watch n that bitch said sometimes,non-hateful,,,,
24716,RT Rick James bitch,non-hateful,,,,
24717,RT Don't be that frontin' ass bitch.,non-hateful,,,,
24718,RT Mama told me look rich act poor n neva trip ona bitch dat ain't urs,non-hateful,,,,
24719,RT Since a yungin bitch I been nat nigga,non-hateful,,,,
24720,RT &love female cops&they b sum hoes too fuck da jakes &,non-hateful,,,,
24721,RT &knwin I heard dat hoe changed,non-hateful,,,,
24722,RT &u a hoe &,hateful,,,,
24723,RT she spazzed out dude don't have his hoes in line &,non-hateful,,,,
24724,RT yea u know these lil bitches be stalking are twitter for they niggas&,non-hateful,,,,
24725,RT why get attached to people when you can jump in a trash can and feel the same way,non-hateful,,,,
24726,RT down ass bitch RT Aaron Hernandez's girlfriend lied to grand jury 29 times ,hateful,,,,
24727,RT if she lives at home she's a little less likely to cheat on you and be a ho,non-hateful,,,,
24728,RT you aint getting no hoes to come back to the room with you if you staying at circus circus bruh,non-hateful,,,,
24729,RT Oregon State WR ,non-hateful,,,,
24730,RT Ugliest bitches I've ever seen &,non-hateful,,,,
24731,RT Hungover and feeling yyyyyeelllloooowwwwww ,non-hateful,,,,
24732,"RT im pregnant ass bitches , matter fact ima slip down the steps ass bitches",non-hateful,,,,
24733,RT It's the best thing ever driving past crowds of people at shows and seeing bandannas coloured hair 5sos shirts that you've made o&,non-hateful,,,,
24734,RT Your Swags off fag sauce,hateful,,,,
24735,RT your voice mail little bitch ass nigga ,non-hateful,,,,
24736,"RT ""I need their workout plan &third bitch had a fucking miracle",non-hateful,,,,
24737,"RT It doesn't matter who I make out with in ""Spin the Bottle"" because I only invite the hottest bitches to play. ",non-hateful,,,,
24738,RT Lol new kid at school... thinks he can take me at tetherball. Bout to show him why I get all the playground pussy. ,non-hateful,,,,
24739,RT Mom brought me McDonald's for lunch. I had all the bitches on me.,non-hateful,,,,
24740,RT Today seems like as good a day as ever to bang some bitches and go for ice cream.,non-hateful,,,,
24741,RT I rather my girl be clingy than a hoe,non-hateful,,,,
24742,RT A portable septic tank. For allllll those pesky feelings.,non-hateful,,,,
24743,RT If we're together &and you don't like that bitch &I don't like that bitch either &,non-hateful,,,,
24744,RT If I wanted my ex back believe me I'd fucking go get they ass. &but I ain't bout to dig through the trash. &,non-hateful,,,,
24745,"RT ""My hoes are your hoes...but my wife is all mine"" ",non-hateful,,,,
24746,RT At least i say im crazy...some nigga gotta find out a bitch wild when she shooting at they ass &,hateful,,,,
24747,"RT Who cares who looks better between Blue Ivy, North, and whatever other celeb baby. Read your kid a book u simple bitch.",non-hateful,,,,
24748,RT When dykes surround you ,hateful,,,,
24749,RT lawmakers consider nation&1st energy legislation to protect &amp; ,non-hateful,,,,
24750,RT are deadly to like the American Kestrel and Ask to take it off their shelves. ,non-hateful,,,,
24751,"RT high flyers, crr, militia, boner squad, ball sack, weiner FC, anal brownies",non-hateful,,,,
24752,RT Bron pregame speeches be so trash though lmao,non-hateful,,,,
24753,RT Niggas love cuffing hoes then acting surprised when they turn out to be hoes.,non-hateful,,,,
24754,RT Real RT All jokes aside the hoes I know some of the coolest women I've ever met,non-hateful,,,,
24755,RT When yall having a good day &amp; she brings up a bitch from Twitter ,non-hateful,,,,
24756,"RT Of rain showers
&amp; weepy fog
of soft light
&amp; cool touch
of wild wind
that carry music of birds
who cease to soar;
this feel&",non-hateful,,,,
24757,RT ill fight you ! Ya big daft cunt .,non-hateful,,,,
24758,RT Black Americans Are Worse Off Under BHO Well researched article...bound to elicit cries of Uncle Tom &,non-hateful,,,,
24759,"RT Wow RT Lmao RT ""bet not ever come to my house again dirty bitch ",non-hateful,,,,
24760,"RT 12 lava cakes, bitches. ",non-hateful,,,,
24761,"RT &May Yank 1st Amendment Guards for Drudge, Rest of Internet ",non-hateful,,,,
24762,"RT ""Bae"" means ""Before Anyone Else,"" I've been here thinking it's a ghetto word for babe/baby.",non-hateful,,,,
24763,"RT ""what are you 15?""

yeah on a scale of one to ten, bitch",non-hateful,,,,
24764,"RT Be smart because you won't be pretty forever, bitch.",hateful,,,,
24765,RT I could never date someone who isn't goofy. Nobody's tryna date a bland boring ass bitch.,non-hateful,,,,
24766,"RT If I've ever offended you, im sorry..

.

.

.

.

.

.

.

.

.

.

that you're a sensitive lil bitch.",non-hateful,,,,
24767,RT Karma is only a bitch to bitches.,non-hateful,,,,
24768,RT No girl sucks dick but somehow all dudes get head. Dudes only fuck bad bitches yet all these ugly girls getting pregnant.&,non-hateful,,,,
24769,RT let's play a game called stop being a lil bitch,non-hateful,,,,
24770,RT All these clocks and we still don't have time for these hoes ,non-hateful,,,,
24771,"RT niggas be pressed for pussy it aint nothin, instead of worryin who that bitch fuckin, why dont u go get u some munnaaaa",hateful,,,,
24772,RT &herself in the hoe section,non-hateful,,,,
24773,RT Social network got bitches heads like &,non-hateful,,,,
24774,RT When you die but a bad bitch walk in yo funeral &,non-hateful,,,,
24775,RT Lifelong Yankee fan puts aside rooting interest and returns lost Red Sox World Series ring to rightful owner: ,non-hateful,,,,
24776,RT is the realest bitch I know. Lol,non-hateful,,,,
24777,RT El republicano Charlie Baker elegido gobernador de Massachusetts. ,non-hateful,,,,
24778,RT Females think dating a pussy is cute now? ,non-hateful,,,,
24779,RT bitches out here not lovin they self enuff for the both of us juheard,non-hateful,,,,
24780,RT fresh razor blades in my goth bitch stocking,non-hateful,,,,
24781,"RT I hate when a nigga ask me ""Where the hoes?"" .... Nigga idfk !",hateful,,,,
24782,RT Don't be a bitch to me. I'll be a bigger one and I'll win.,non-hateful,,,,
24783,RT A real bitch know she gotta pluck dat nipple hair,non-hateful,,,,
24784,"RT ""Why did you give birth to me you bitch"" ",non-hateful,,,,
24785,RT when a bitch gets smart and I look too cute to be ratchet ,non-hateful,,,,
24786,RT On twitter you ho%s can jus take a pic with your ass out and be somebody..smh...,non-hateful,,,,
24787,"RT Life's a bitch, because if it was a slut, it would be easy.",non-hateful,,,,
24788,RT Ladies its a full moon. Which means pussy power is in full effect.. yall better get some dick tonnnnniiiiiiggggghhht!!!,non-hateful,,,,
24789,"RT People r retarded for thinking you can eat ""clean"" food all day and lose weight. Calories are calories people.",non-hateful,,,,
24790,"RT ""Uni suuuucks!! Lolol"" you suck bitch",non-hateful,,,,
24791,RT My bestfriend got jumped by like 6-7 dudes n ur upset u have to pay fines...? -__________- gtfo bitch,non-hateful,,,,
24792,"RT Some pussy be so wet &gotta think about other things not to cum fast.... like ""damn i really failed the 6th grade""",non-hateful,,,,
24793,RT How would I look if I had feathers instead of fur? Would I be able to eat from a bird feeder without getting judging gla&,non-hateful,,,,
24794,RT I accidentally ate a few fireflies last night while chewing some leaves I found. The shameful yellow glow of my mouth wa&,non-hateful,,,,
24795,RT This bitch can't be serious... ,non-hateful,,,,
24796,RT Fuck Joo musts broke this niggas heart stealin his bitch if he that hurt with her &,non-hateful,,,,
24797,RT Grateful for the profound hospitality of volunteers who open their homes to patients traveling long distances for abo ...,non-hateful,,,,
24798,RT wen u look liek trash n sum1 complimentz u ,hateful,,,,
24799,RT Bro forreal if you have beef with someone handle it your damn self don't be a lil bitch and bring other people in it. Be a&,non-hateful,,,,
24800,"RT Why does Julia Roberts seem completely shocked that she's been nominated? Hey, Julia -- you're in a gown. The jig is up. ",non-hateful,,,,
24801,RT Great job by the Yankees giving Brian Cashman a new contract. The haters are just wrong. CC: ,non-hateful,,,,
24802,RT I think it is flat out wrong to blame Brian Cashman for the 2014 Yankees. ,non-hateful,,,,
24803,"RT Working theory: This ""selective race"" abortion ban passed in Florida today was just an excuse for redneck reps to say ...",hateful,,,,
24804,RT Smoke good weed with a bad bitch,hateful,,,,
24805,RT stealing a car and fuckin yo bitch,non-hateful,,,,
24806,RT when an ugly bitch tells me to text her ,hateful,,,,
24807,"RT First off, you just a hoe if you can have sex with a man &amp; not have any feelings for him",non-hateful,,,,
24808,RT Ratchet ass bitch RT &Minaj SMASHES UP her boyfriend's Benz ,hateful,,,,
24809,RT Never trippin on no hoes,non-hateful,,,,
24810,"RT ""Hella bored doing laundry like a bitch""&I sincerely hate your soul !",non-hateful,,,,
24811,RT haha lml wrd no nah de pussy shit lol &,non-hateful,,,,
24812,RT lml se pasa de shunsha &no mi joda w ur bitch waaa &,non-hateful,,,,
24813,"RT A bird doesn't sing because it has an answer, it sings because it has a song.
MAYA ANGELOU

",non-hateful,,,,
24814,RT remember when people boo&One Direction and Gaga was having none of it. i love that bitch.,non-hateful,,,,
24815,"RT &RT Lmfao ""How side bitches be when you scoop them up in the daytime! ",non-hateful,,,,
24816,RT How I feel playing flappy bird ,non-hateful,,,,
24817,RT &angels &amp; female party promoters are not for me... Most party promoters are hoes &amp; them angel bitches are &,non-hateful,,,,
24818,RT &a hoe NO for the sanctity of your relationship we gotta stop fucking these woman&,non-hateful,,,,
24819,RT RT Iont got not type ... Bad bitches is the only thing that I like,non-hateful,,,,
24820,RT bitch i'm legal so i'm ridin round like rambo !,non-hateful,,,,
24821,"RT Fox News mocks victim of Ray Rice elevator assault: &think the message is, take the stairs&ht&",non-hateful,,,,
24822,RT &why everything u say ghetto u Hadda associate it with jordans &isn't it obvious ?,non-hateful,,,,
24823,RT I just wanna get filthy rich &amp; have a nice big house full of bad bitches that I could fuck anytime I want &,non-hateful,,,,
24824,RT &rather be your niggah&,non-hateful,,,,
24825,"RT ""Pacer"" is short for pussy",non-hateful,,,,
24826,RT fuck. I forgot to wear a belt. i'ma feel like a coon all day now.,hateful,,,,
24827,RT Rick Scott Refuses To Appear On Debate Stage Because Charlie Crist Has An Illegal Electronic Fan via&,non-hateful,,,,
24828,RT I'm a pussy,non-hateful,,,,
24829,RT EVERYONE PRAY FOR MY BROTHER nothin wrong with him he just a bitch lmaoo ,hateful,,,,
24830,RT you and me both! probably some ghetto piece of shit who has nothing better to do with their lives...,non-hateful,,,,
24831,"RT ""Ima fuck me a white bitch, slap her and choke her"" this is what is being said now livestream interview w/ ",hateful,,,,
24832,"RT With his bitch ass , buut thaats bae kinda lol (:",non-hateful,,,,
24833,RT Gee isn't cracker a racist term? So tired of these race baiters.,hateful,,,,
24834,RT The people of the ghetto are rising up and fighting back. Whose side are you on? ,non-hateful,,,,
24835,RT Chance. Acid rapper. Soccer hackey-sacker. Cocky khaki jacket jacker. Slap happy faggot slapper.,non-hateful,,,,
24836,RT A nigga will talk down on a female with the same mouth he ate her pussy with..,hateful,,,,
24837,"RT thinking weave is ""ratchet"" and ""ghetto"" while ""extensions"" are perfectly fine.",non-hateful,,,,
24838,RT them hoes was actin' up. You had to do it.,non-hateful,,,,
24839,RT Bruh thank you I'm about to start cumming in these hoes just to scare them. ,non-hateful,,,,
24840,RT I got the deals for the low. I know you hoes lonely so fuck with these cuffing season specials. &,non-hateful,,,,
24841,RT We all know a bitch boy named Luke,non-hateful,,,,
24842,RT We all know a bitch named Natalie,hateful,,,,
24843,"RT I got gatorades, Twinkies, rice puddings, Pringles, and cookies &",non-hateful,,,,
24844,RT &small lips is trash lol..&Yessssss,non-hateful,,,,
24845,RT &hoes like this are fucking it up for actual loyal girls smh.,non-hateful,,,,
24846,RT Good riddance bitches &,non-hateful,,,,
24847,RT Told yo bitch get on her knees I don't want no sex&,non-hateful,,,,
24848,"RT ""I'm a soft more""&hoes dumb man",non-hateful,,,,
24849,RT Fucc hoes dats how I feel,non-hateful,,,,
24850,RT I can tell you a freak bitch don't lie to me,non-hateful,,,,
24851,"RT Bitches always uploading pics of a famous couple doing simple shit, like holding hands talkin bout ""want this"" bitch r&",non-hateful,,,,
24852,RT I turn into a bitch real quick.,non-hateful,,,,
24853,RT I mean sometimes eating a carton of Double Stuf Oreos is your only option.,non-hateful,,,,
24854,RT bad bitch&,non-hateful,,,,
24855,RT You're responsible for the story inside you. Don't let self-doubt cripple your ,non-hateful,,,,
24856,RT Parent in Phoenix Says Administrators Made Her Son Wear Pink Fairy Wings on First Day of High School ,non-hateful,,,,
24857,"RT &all men interrupt women to quibble over irrelevant issues for the sole purpose of derailing a conversation,&he sa&",non-hateful,,,,
24858,RT yeah after she fed up jealous skinny bitches and became one herself.,non-hateful,,,,
24859,RT Bad monkey! ,non-hateful,,,,
24860,"RT Im done wasting my time, I'm just going cut a bitch off faster than I blink.",non-hateful,,,,
24861,RT I'll piss on a hoe,hateful,,,,
24862,"RT Taking my dad to dinner...Watching the NHL awards at the sports bar while both my dad and I bitch about this ""LA kings""&",non-hateful,,,,
24863,RT Do loyal bad bitches exist? Because I want one,non-hateful,,,,
